country,continent,date,age,total_cases,deaths,recoveries
Indonesia,Asia,2021-04-23 05:24:41.787858568,57,498234.0,,1756502.0
USA,North America,2021-04-23 17:05:57.838559040,31,397489.0,35405.0,670698.0
Russia,Europe,2021-04-24 04:47:13.889259504,49,1894339.0,24315.0,1015085.0
UK,Europe,2021-04-24 16:28:29.939959968,47,1949180.0,6859.0,9911.0
Brazil,South America,2021-04-25 04:09:45.990660440,38,1574198.0,1333.0,503535.0
Italy,Europe,2021-04-25 15:51:02.041360904,65,1261081.0,19747.0,1712207.0
South Africa,Africa,2021-04-26 03:32:18.092061376,77,913916.0,10704.0,934198.0
Mexico,North America,2021-04-26 15:13:34.142761840,46,934414.0,40199.0,1325579.0
France,Europe,2021-04-27 02:54:50.193462304,25,1457162.0,38711.0,648674.0
France,Europe,2021-04-27 14:36:06.244162776,20,911529.0,8911.0,261229.0
Japan,Asia,2021-04-28 02:17:22.294863240,28,1196545.0,4046.0,298360.0
Russia,Europe,2021-04-28 13:58:38.345563704,32,1300588.0,958.0,
Indonesia,Asia,2021-04-29 01:39:54.396264176,38,1298938.0,40243.0,1308371.0
USA,North America,2021-04-29 13:21:10.446964640,75,322032.0,25663.0,1186110.0
Brazil,South America,2021-04-30 01:02:26.497665112,58,1028733.0,6949.0,158578.0
Mexico,North America,2021-04-30 12:43:42.548365576,66,656151.0,31837.0,1541956.0
Germany,Europe,2021-05-01 00:24:58.599066040,24,1122422.0,1368.0,1684457.0
Indonesia,Asia,2021-05-01 12:06:14.649766512,34,1649717.0,4874.0,1864.0
UK,Europe,2021-05-01 23:47:30.700466976,71,828585.0,40259.0,1515766.0
Italy,Europe,2021-05-02 11:28:46.751167440,20,573913.0,,1324826.0
UK,Europe,2021-05-02 23:10:02.801867912,34,257271.0,31787.0,1344167.0
Germany,Europe,2021-05-03 10:51:18.852568376,43,1911317.0,19103.0,1030637.0
Canada,North America,2021-05-03 22:32:34.903268848,75,903242.0,18567.0,1135104.0
Brazil,South America,2021-05-04 10:13:50.953969312,35,1908626.0,28098.0,1578821.0
India,Asia,2021-05-04 21:55:07.004669776,52,588656.0,28525.0,195649.0
Spain,Europe,2021-05-05 09:36:23.055370248,43,134947.0,21753.0,1334148.0
South Africa,Africa,2021-05-05 21:17:39.106070712,79,1701816.0,43143.0,1258152.0
UK,Europe,2021-05-06 08:58:55.156771176,64,1991229.0,31429.0,1061907.0
Russia,Europe,2021-05-06 20:40:11.207471648,25,571368.0,9117.0,999396.0
Germany,Europe,2021-05-07 08:21:27.258172112,64,1952730.0,38319.0,866735.0
Italy,Europe,2021-05-07 20:02:43.308872584,42,523402.0,45022.0,899699.0
Australia,Oceania,2021-05-08 07:43:59.359573048,70,1856818.0,6643.0,1304817.0
Indonesia,Asia,2021-05-08 19:25:15.410273512,33,710269.0,43721.0,734121.0
UK,Europe,2021-05-09 07:06:31.460973984,62,-1007828.0,31927.0,41080.0
India,Asia,2021-05-09 18:47:47.511674448,27,1505943.0,43615.0,1219317.0
USA,North America,2021-05-10 06:29:03.562374912,71,519167.0,37534.0,327318.0
Canada,North America,2021-05-10 18:10:19.613075384,20,601792.0,13857.0,1097296.0
South Africa,Africa,2021-05-11 05:51:35.663775848,38,1569753.0,36000.0,446243.0
Spain,Europe,2021-05-11 17:32:51.714476320,21,203375.0,46988.0,1193055.0
India,Asia,2021-05-12 05:14:07.765176784,40,239482.0,,677254.0
Saudi Arabia,Asia,2021-05-12 16:55:23.815877248,31,1737214.0,2621.0,1720490.0
Germany,Europe,2021-05-13 04:36:39.866577720,72,1398837.0,11676.0,295666.0
France,Europe,2021-05-13 16:17:55.917278184,66,1727191.0,9636.0,865802.0
France,Europe,2021-05-14 03:59:11.967978648,63,789636.0,17960.0,1677354.0
Australia,Oceania,2021-05-14 15:40:28.018679120,55,143719.0,43505.0,1753497.0
Germany,Europe,2021-05-15 03:21:44.069379584,70,1125462.0,30360.0,350527.0
USA,North America,2021-05-15 15:03:00.120080048,38,1946329.0,37330.0,837594.0
Italy,Europe,2021-05-16 02:44:16.170780520,23,1146781.0,25846.0,945544.0
USA,North America,2021-05-16 14:25:32.221480984,72,222830.0,12296.0,474840.0
Italy,Europe,2021-05-17 02:06:48.272181456,78,1590424.0,22962.0,
South Africa,Africa,2021-05-17 13:48:04.322881920,60,960593.0,7199.0,1297104.0
South Korea,Asia,2021-05-18 01:29:20.373582384,58,56088.0,45687.0,811590.0
Indonesia,Asia,2021-05-18 13:10:36.424282856,64,866988.0,48269.0,644082.0
UK,Europe,2021-05-19 00:51:52.474983320,28,339451.0,36258.0,1354227.0
Spain,Europe,2021-05-19 12:33:08.525683784,51,1992278.0,3476.0,1798948.0
Japan,Asia,2021-05-20 00:14:24.576384256,26,439542.0,37336.0,327119.0
France,Europe,2021-05-20 11:55:40.627084720,63,1447686.0,36955.0,1637060.0
Australia,Oceania,2021-05-20 23:36:56.677785192,47,1867544.0,37919.0,252276.0
Brazil,South America,2021-05-21 11:18:12.728485656,79,795479.0,32031.0,220648.0
South Africa,Africa,2021-05-21 22:59:28.779186120,40,1895364.0,22853.0,167898.0
France,Europe,2021-05-22 10:40:44.829886592,27,1004657.0,29225.0,564451.0
Indonesia,Asia,2021-05-22 22:22:00.880587056,26,1635963.0,23575.0,1192762.0
Italy,Europe,2021-05-23 10:03:16.931287520,40,865259.0,44171.0,723837.0
UK,Europe,2021-05-23 21:44:32.981987992,38,395968.0,41710.0,658752.0
Indonesia,Asia,2021-05-24 09:25:49.032688456,74,1225323.0,24363.0,348347.0
Brazil,South America,2021-05-24 21:07:05.083388928,35,693380.0,2173.0,1298296.0
Mexico,North America,2021-05-25 08:48:21.134089392,26,1177256.0,28822.0,34658.0
Argentina,South America,2021-05-25 20:29:37.184789856,53,1979347.0,619.0,1457815.0
Italy,Europe,2021-05-26 08:10:53.235490328,78,760392.0,14812.0,758444.0
Spain,Europe,2021-05-26 19:52:09.286190792,71,742239.0,24476.0,1369202.0
Indonesia,Asia,2021-05-27 07:33:25.336891256,41,638635.0,49525.0,83234.0
Italy,Europe,2021-05-27 19:14:41.387591728,25,1328758.0,,157280.0
India,Asia,2021-05-28 06:55:57.438292192,68,500690.0,10707.0,808255.0
Russia,Europe,2021-05-28 18:37:13.488992664,38,,6697.0,
Argentina,South America,2021-05-29 06:18:29.539693128,56,865763.0,44556.0,411400.0
South Korea,Asia,2021-05-29 17:59:45.590393592,47,139825.0,39643.0,542006.0
China,Asia,2021-05-30 05:41:01.641094064,75,498523.0,17562.0,192075.0
Turkey,Asia,2021-05-30 17:22:17.691794528,54,1980302.0,38830.0,1543303.0
Spain,Europe,2021-05-31 05:03:33.742494992,55,352234.0,29966.0,345281.0
South Korea,Asia,2021-05-31 16:44:49.793195464,29,1879563.0,17188.0,1477203.0
South Korea,Asia,2021-06-01 04:26:05.843895928,38,532788.0,39654.0,1094936.0
Indonesia,Asia,2021-06-01 16:07:21.894596400,39,-1965621.0,24312.0,51915.0
Japan,Asia,2021-06-02 03:48:37.945296864,40,1207747.0,35401.0,1487107.0
Canada,North America,2021-06-02 15:29:53.995997328,34,,47330.0,1133431.0
Mexico,North America,2021-06-03 03:11:10.046697800,49,1755663.0,23546.0,1752920.0
Mexico,North America,2021-06-03 14:52:26.097398264,61,1986927.0,29609.0,877966.0
USA,North America,2021-06-04 02:33:42.148098728,78,1714939.0,48353.0,994021.0
France,Europe,2021-06-04 14:14:58.198799200,53,1054113.0,7896.0,139174.0
South Africa,Africa,2021-06-05 01:56:14.249499664,55,1439136.0,40691.0,34452.0
Canada,North America,2021-06-05 13:37:30.300200128,64,484325.0,33262.0,782333.0
Indonesia,Asia,2021-06-06 01:18:46.350900600,25,366703.0,17664.0,1364696.0
Spain,Europe,2021-06-06 13:00:02.401601064,41,583510.0,15454.0,113331.0
Australia,Oceania,2021-06-07 00:41:18.452301536,73,761490.0,45559.0,1574380.0
Saudi Arabia,Asia,2021-06-07 12:22:34.503002000,66,1373997.0,17870.0,144224.0
Canada,North America,2021-06-08 00:03:50.553702464,63,588979.0,45894.0,16387.0
Brazil,South America,2021-06-08 11:45:06.604402936,72,1126713.0,11359.0,1098544.0
Germany,Europe,2021-06-08 23:26:22.655103400,34,1103035.0,9991.0,461142.0
Germany,Europe,2021-06-09 11:07:38.705803864,71,980852.0,2404.0,1430299.0
Canada,North America,2021-06-09 22:48:54.756504336,22,587683.0,33561.0,728131.0
USA,North America,2021-06-10 10:30:10.807204800,26,648246.0,22902.0,799901.0
Italy,Europe,2021-06-10 22:11:26.857905272,56,1975871.0,28045.0,934466.0
Japan,Asia,2021-06-11 09:52:42.908605736,58,771183.0,34064.0,1070975.0
South Korea,Asia,2021-06-11 21:33:58.959306200,72,752178.0,7615.0,468729.0
Indonesia,Asia,2021-06-12 09:15:15.010006672,43,903465.0,3924.0,521254.0
Germany,Europe,2021-06-12 20:56:31.060707136,79,1093751.0,10276.0,733992.0
France,Europe,2021-06-13 08:37:47.111407600,78,,6066.0,66839.0
UK,Europe,2021-06-13 20:19:03.162108072,54,755098.0,47937.0,1540054.0
Japan,Asia,2021-06-14 08:00:19.212808536,54,1913197.0,44377.0,1327397.0
Japan,Asia,2021-06-14 19:41:35.263509008,62,714262.0,13636.0,385474.0
Mexico,North America,2021-06-15 07:22:51.314209472,60,972433.0,48762.0,371604.0
Turkey,Asia,2021-06-15 19:04:07.364909936,74,1430387.0,,1028680.0
Australia,Oceania,2021-06-16 06:45:23.415610408,58,1450422.0,22029.0,966069.0
UK,Europe,2021-06-16 18:26:39.466310872,52,1821281.0,31753.0,589970.0
Brazil,South America,2021-06-17 06:07:55.517011336,47,1032596.0,36553.0,1468201.0
Canada,North America,2021-06-17 17:49:11.567711808,24,1558229.0,28437.0,310032.0
Canada,North America,2021-06-18 05:30:27.618412272,24,311225.0,17355.0,125374.0
Australia,Oceania,2021-06-18 17:11:43.669112744,43,805524.0,35484.0,784051.0
Australia,Oceania,2021-06-19 04:52:59.719813208,36,465498.0,1684.0,550963.0
South Korea,Asia,2021-06-19 16:34:15.770513672,61,326756.0,43782.0,1668870.0
Russia,Europe,2021-06-20 04:15:31.821214144,48,866191.0,999.0,353554.0
UK,Europe,2021-06-20 15:56:47.871914608,22,1769437.0,4327.0,1190240.0
South Korea,Asia,2021-06-21 03:38:03.922615072,34,1246965.0,45570.0,276927.0
Brazil,South America,2021-06-21 15:19:19.973315544,25,1258423.0,30461.0,1171826.0
Canada,North America,2021-06-22 03:00:36.024016008,68,1123737.0,39930.0,443366.0
USA,North America,2021-06-22 14:41:52.074716480,43,1776845.0,19726.0,974308.0
Australia,Oceania,2021-06-23 02:23:08.125416944,41,958249.0,45633.0,788405.0
USA,North America,2021-06-23 14:04:24.176117408,55,131655.0,37785.0,94316.0
Spain,Europe,2021-06-24 01:45:40.226817880,48,230433.0,38640.0,235282.0
UK,Europe,2021-06-24 13:26:56.277518344,38,1517678.0,30179.0,364843.0
India,Asia,2021-06-25 01:08:12.328218808,66,484607.0,38351.0,61060.0
USA,North America,2021-06-25 12:49:28.378919280,48,340915.0,1977.0,58068.0
India,Asia,2021-06-26 00:30:44.429619744,30,1645344.0,9337.0,1273465.0
Saudi Arabia,Asia,2021-06-26 12:12:00.480320208,43,1455498.0,17812.0,624618.0
USA,North America,2021-06-26 23:53:16.531020680,25,574076.0,24645.0,1382475.0
India,Asia,2021-06-27 11:34:32.581721144,46,1110465.0,2508.0,1662610.0
Italy,Europe,2021-06-27 23:15:48.632421616,58,1085079.0,15081.0,430599.0
Australia,Oceania,2021-06-28 10:57:04.683122080,78,142537.0,25806.0,1205775.0
Australia,Oceania,2021-06-28 22:38:20.733822544,32,1125957.0,15818.0,442190.0
USA,North America,2021-06-29 10:19:36.784523016,42,53894.0,39953.0,1084871.0
Japan,Asia,2021-06-29 22:00:52.835223480,73,1704902.0,41787.0,161221.0
Spain,Europe,2021-06-30 09:42:08.885923944,28,1229315.0,13602.0,
Argentina,South America,2021-06-30 21:23:24.936624416,75,1401770.0,11887.0,1388551.0
India,Asia,2021-07-01 09:04:40.987324880,71,1191033.0,36088.0,1775962.0
Australia,Oceania,2021-07-01 20:45:57.038025352,65,1515247.0,14209.0,369038.0
UK,Europe,2021-07-02 08:27:13.088725816,63,174148.0,24972.0,183306.0
South Africa,Africa,2021-07-02 20:08:29.139426280,28,595074.0,40033.0,249781.0
Italy,Europe,2021-07-03 07:49:45.190126752,48,718094.0,16989.0,599271.0
Japan,Asia,2021-07-03 19:31:01.240827216,36,1670379.0,38243.0,247178.0
Italy,Europe,2021-07-04 07:12:17.291527680,28,1939664.0,8368.0,1440137.0
USA,North America,2021-07-04 18:53:33.342228152,43,1534938.0,6088.0,1046363.0
South Korea,Asia,2021-07-05 06:34:49.392928616,23,930740.0,29054.0,1786729.0
Canada,North America,2021-07-05 18:16:05.443629088,51,796525.0,21183.0,1571968.0
Australia,Oceania,2021-07-06 05:57:21.494329552,74,300811.0,2430.0,1512696.0
Japan,Asia,2021-07-06 17:38:37.545030016,69,1304105.0,9677.0,44391.0
France,Europe,2021-07-07 05:19:53.595730488,55,1141545.0,18002.0,1616314.0
Saudi Arabia,Asia,2021-07-07 17:01:09.646430952,62,608031.0,5340.0,367204.0
South Korea,Asia,2021-07-08 04:42:25.697131416,20,480770.0,45138.0,1426944.0
France,Europe,2021-07-08 16:23:41.747831888,35,275774.0,43824.0,988588.0
USA,North America,2021-07-09 04:04:57.798532352,46,1644197.0,24756.0,1279968.0
Germany,Europe,2021-07-09 15:46:13.849232824,54,-253336.0,17374.0,1544472.0
UK,Europe,2021-07-10 03:27:29.899933288,72,787641.0,33355.0,1214778.0
Spain,Europe,2021-07-10 15:08:45.950633752,36,1745606.0,38313.0,542289.0
Brazil,South America,2021-07-11 02:50:02.001334224,44,1580092.0,2024.0,211796.0
Argentina,South America,2021-07-11 14:31:18.052034688,70,413797.0,12588.0,517854.0
Saudi Arabia,Asia,2021-07-12 02:12:34.102735152,40,97140.0,41860.0,415825.0
Russia,Europe,2021-07-12 13:53:50.153435624,40,1399766.0,31738.0,73874.0
Australia,Oceania,2021-07-13 01:35:06.204136088,76,1476909.0,14346.0,52455.0
South Africa,Africa,2021-07-13 13:16:22.254836560,29,208696.0,30271.0,1219726.0
Italy,Europe,2021-07-14 00:57:38.305537024,44,1897594.0,439.0,1477673.0
Argentina,South America,2021-07-14 12:38:54.356237488,30,1066076.0,45669.0,55457.0
USA,North America,2021-07-15 00:20:10.406937960,55,592119.0,36552.0,569258.0
France,Europe,2021-07-15 12:01:26.457638424,37,891596.0,22326.0,523617.0
Spain,Europe,2021-07-15 23:42:42.508338888,77,1002878.0,36382.0,899737.0
China,Asia,2021-07-16 11:23:58.559039360,26,1320749.0,45558.0,28371.0
France,Europe,2021-07-16 23:05:14.609739824,65,,15951.0,1552193.0
France,Europe,2021-07-17 10:46:30.660440288,42,925027.0,20387.0,1375199.0
Russia,Europe,2021-07-17 22:27:46.711140760,43,1121297.0,48961.0,61525.0
South Africa,Africa,2021-07-18 10:09:02.761841224,53,123401.0,6880.0,88213.0
UK,Europe,2021-07-18 21:50:18.812541696,28,1787894.0,22439.0,429508.0
Canada,North America,2021-07-19 09:31:34.863242160,41,1749234.0,5086.0,288966.0
Russia,Europe,2021-07-19 21:12:50.913942624,49,223022.0,41631.0,1760067.0
Saudi Arabia,Asia,2021-07-20 08:54:06.964643096,51,76327.0,39630.0,64832.0
Turkey,Asia,2021-07-20 20:35:23.015343560,48,1504697.0,40380.0,159561.0
Mexico,North America,2021-07-21 08:16:39.066044024,61,474572.0,21984.0,816901.0
India,Asia,2021-07-21 19:57:55.116744496,78,739597.0,36445.0,1242111.0
Canada,North America,2021-07-22 07:39:11.167444960,22,1368407.0,-3976.0,518800.0
Italy,Europe,2021-07-22 19:20:27.218145432,22,607777.0,3296.0,1074110.0
India,Asia,2021-07-23 07:01:43.268845896,50,1240905.0,28831.0,182170.0
Spain,Europe,2021-07-23 18:42:59.319546360,26,1912595.0,6418.0,307155.0
Germany,Europe,2021-07-24 06:24:15.370246832,79,1889047.0,27892.0,613795.0
Russia,Europe,2021-07-24 18:05:31.420947296,48,1094203.0,31142.0,782427.0
India,Asia,2021-07-25 05:46:47.471647760,32,1470360.0,41702.0,931216.0
Indonesia,Asia,2021-07-25 17:28:03.522348232,76,797909.0,34458.0,1033842.0
Argentina,South America,2021-07-26 05:09:19.573048696,65,39989.0,1140.0,335397.0
Mexico,North America,2021-07-26 16:50:35.623749168,54,714438.0,44558.0,1311864.0
Turkey,Asia,2021-07-27 04:31:51.674449632,56,1698318.0,41129.0,1768059.0
Italy,Europe,2021-07-27 16:13:07.725150096,64,1408465.0,42022.0,1378118.0
Spain,Europe,2021-07-28 03:54:23.775850568,75,1507747.0,10310.0,482665.0
Turkey,Asia,2021-07-28 15:35:39.826551032,52,492106.0,14645.0,1671829.0
France,Europe,2021-07-29 03:16:55.877251496,25,1184088.0,37103.0,170221.0
Brazil,South America,2021-07-29 14:58:11.927951968,37,375659.0,47651.0,1053770.0
Australia,Oceania,2021-07-30 02:39:27.978652432,33,1434658.0,1737.0,1304049.0
Argentina,South America,2021-07-30 14:20:44.029352904,73,1988157.0,20582.0,1106089.0
India,Asia,2021-07-31 02:02:00.080053368,32,881983.0,776.0,270669.0
Indonesia,Asia,2021-07-31 13:43:16.130753832,37,1290904.0,46566.0,1399200.0
South Korea,Asia,2021-08-01 01:24:32.181454304,20,750742.0,4403.0,386422.0
South Korea,Asia,2021-08-01 13:05:48.232154768,77,513516.0,14956.0,641766.0
Argentina,South America,2021-08-02 00:47:04.282855232,26,886643.0,21610.0,920516.0
South Korea,Asia,2021-08-02 12:28:20.333555704,52,413363.0,40557.0,1703276.0
UK,Europe,2021-08-03 00:09:36.384256168,64,617554.0,40930.0,574716.0
Indonesia,Asia,2021-08-03 11:50:52.434956640,66,1526348.0,45778.0,1654742.0
South Africa,Africa,2021-08-03 23:32:08.485657104,22,1603114.0,17752.0,974985.0
Saudi Arabia,Asia,2021-08-04 11:13:24.536357568,60,158908.0,12428.0,287405.0
Turkey,Asia,2021-08-04 22:54:40.587058040,77,900959.0,503.0,828509.0
UK,Europe,2021-08-05 10:35:56.637758504,44,1926637.0,25946.0,222409.0
USA,North America,2021-08-05 22:17:12.688458968,51,335817.0,46212.0,1157606.0
Canada,North America,2021-08-06 09:58:28.739159440,43,1901627.0,49662.0,954286.0
UK,Europe,2021-08-06 21:39:44.789859904,21,1602134.0,19510.0,695826.0
South Korea,Asia,2021-08-07 09:21:00.840560368,27,1036687.0,33877.0,2636.0
Australia,Oceania,2021-08-07 21:02:16.891260840,78,947574.0,16961.0,1546999.0
Turkey,Asia,2021-08-08 08:43:32.941961304,76,1028910.0,48581.0,968014.0
Germany,Europe,2021-08-08 20:24:48.992661776,73,537056.0,47414.0,1300002.0
USA,North America,2021-08-09 08:06:05.043362240,79,1545169.0,17187.0,1289436.0
Brazil,South America,2021-08-09 19:47:21.094062704,38,957958.0,40083.0,448300.0
Italy,Europe,2021-08-10 07:28:37.144763176,31,1370174.0,42675.0,863631.0
France,Europe,2021-08-10 19:09:53.195463640,43,558955.0,36913.0,850436.0
USA,North America,2021-08-11 06:51:09.246164104,56,1065060.0,9499.0,1584839.0
Germany,Europe,2021-08-11 18:32:25.296864576,66,1338397.0,21326.0,566747.0
Germany,Europe,2021-08-12 06:13:41.347565040,39,318904.0,45110.0,700362.0
Argentina,South America,2021-08-12 17:54:57.398265512,69,344407.0,34910.0,
Australia,Oceania,2021-08-13 05:36:13.448965976,52,965676.0,9672.0,820361.0
Germany,Europe,2021-08-13 17:17:29.499666440,23,1580091.0,18966.0,870161.0
Japan,Asia,2021-08-14 04:58:45.550366912,30,286001.0,19050.0,135966.0
Turkey,Asia,2021-08-14 16:40:01.601067376,72,915526.0,738.0,14164.0
Indonesia,Asia,2021-08-15 04:21:17.651767840,70,1982908.0,42700.0,531288.0
Turkey,Asia,2021-08-15 16:02:33.702468312,50,123501.0,27541.0,1688414.0
UK,Europe,2021-08-16 03:43:49.753168776,75,716466.0,49588.0,410812.0
Saudi Arabia,Asia,2021-08-16 15:25:05.803869248,33,1140168.0,45595.0,1344361.0
USA,North America,2021-08-17 03:06:21.854569712,37,618651.0,,35037.0
Indonesia,Asia,2021-08-17 14:47:37.905270176,38,461266.0,7866.0,908738.0
Saudi Arabia,Asia,2021-08-18 02:28:53.955970648,60,613704.0,23705.0,1137410.0
India,Asia,2021-08-18 14:10:10.006671112,74,1470783.0,28608.0,1359627.0
Brazil,South America,2021-08-19 01:51:26.057371576,62,580810.0,46788.0,278489.0
Spain,Europe,2021-08-19 13:32:42.108072048,73,1908710.0,,938799.0
Japan,Asia,2021-08-20 01:13:58.158772512,36,414245.0,-20055.0,459159.0
Turkey,Asia,2021-08-20 12:55:14.209472984,75,1922629.0,-40302.0,258495.0
Germany,Europe,2021-08-21 00:36:30.260173448,79,,38284.0,505800.0
Turkey,Asia,2021-08-21 12:17:46.310873912,65,1260698.0,32215.0,632097.0
Japan,Asia,2021-08-21 23:59:02.361574384,64,366147.0,,858766.0
Germany,Europe,2021-08-22 11:40:18.412274848,26,1158478.0,14449.0,738535.0
Japan,Asia,2021-08-22 23:21:34.462975312,22,90150.0,48926.0,1702931.0
USA,North America,2021-08-23 11:02:50.513675784,58,922059.0,12449.0,443137.0
Italy,Europe,2021-08-23 22:44:06.564376248,48,688450.0,8103.0,1114251.0
Italy,Europe,2021-08-24 10:25:22.615076720,55,672080.0,43254.0,639622.0
Saudi Arabia,Asia,2021-08-24 22:06:38.665777184,58,1032815.0,23074.0,505714.0
Japan,Asia,2021-08-25 09:47:54.716477648,70,1456894.0,26812.0,1641338.0
Italy,Europe,2021-08-25 21:29:10.767178120,41,1545947.0,34086.0,1283968.0
Spain,Europe,2021-08-26 09:10:26.817878584,38,1860264.0,15120.0,828716.0
Germany,Europe,2021-08-26 20:51:42.868579048,61,1285781.0,1083.0,1278087.0
China,Asia,2021-08-27 08:32:58.919279520,69,201957.0,44072.0,403730.0
USA,North America,2021-08-27 20:14:14.969979984,58,633038.0,32571.0,51024.0
Germany,Europe,2021-08-28 07:55:31.020680448,47,1156502.0,8477.0,371414.0
Canada,North America,2021-08-28 19:36:47.071380920,45,1576398.0,15423.0,495540.0
France,Europe,2021-08-29 07:18:03.122081384,24,149367.0,2753.0,332185.0
Argentina,South America,2021-08-29 18:59:19.172781856,44,1567606.0,40012.0,675205.0
USA,North America,2021-08-30 06:40:35.223482320,66,1032607.0,15952.0,1775469.0
France,Europe,2021-08-30 18:21:51.274182784,53,1172304.0,24336.0,248480.0
South Korea,Asia,2021-08-31 06:03:07.324883256,71,1117353.0,17464.0,212164.0
South Africa,Africa,2021-08-31 17:44:23.375583720,40,1841966.0,42289.0,464528.0
Germany,Europe,2021-09-01 05:25:39.426284184,75,111957.0,27762.0,611309.0
Mexico,North America,2021-09-01 17:06:55.476984656,33,1463245.0,10780.0,157200.0
Japan,Asia,2021-09-02 04:48:11.527685120,36,481489.0,754.0,1560536.0
USA,North America,2021-09-02 16:29:27.578385592,41,1653216.0,39052.0,
Canada,North America,2021-09-03 04:10:43.629086056,37,1675618.0,19475.0,677702.0
South Korea,Asia,2021-09-03 15:51:59.679786520,26,919630.0,40075.0,934955.0
Saudi Arabia,Asia,2021-09-04 03:33:15.730486992,35,220544.0,4064.0,571677.0
Mexico,North America,2021-09-04 15:14:31.781187456,78,425445.0,16388.0,102355.0
India,Asia,2021-09-05 02:55:47.831887920,78,1045697.0,2655.0,1636265.0
Brazil,South America,2021-09-05 14:37:03.882588392,67,960967.0,43521.0,1200763.0
India,Asia,2021-09-06 02:18:19.933288856,59,381980.0,37756.0,708038.0
South Africa,Africa,2021-09-06 13:59:35.983989328,74,1370331.0,15071.0,582290.0
UK,Europe,2021-09-07 01:40:52.034689792,46,36394.0,19508.0,109503.0
Germany,Europe,2021-09-07 13:22:08.085390256,47,398120.0,20053.0,1092913.0
Germany,Europe,2021-09-08 01:03:24.136090728,42,516291.0,31128.0,1797263.0
South Africa,Africa,2021-09-08 12:44:40.186791192,37,877221.0,25763.0,153429.0
Indonesia,Asia,2021-09-09 00:25:56.237491656,27,167021.0,47217.0,1427198.0
Japan,Asia,2021-09-09 12:07:12.288192128,54,514924.0,21699.0,1472008.0
Canada,North America,2021-09-09 23:48:28.338892592,51,41206.0,5327.0,432690.0
China,Asia,2021-09-10 11:29:44.389593064,21,617737.0,43321.0,1437208.0
Brazil,South America,2021-09-10 23:11:00.440293528,35,92124.0,6932.0,1069174.0
Japan,Asia,2021-09-11 10:52:16.490993992,23,1030971.0,28614.0,1684381.0
Mexico,North America,2021-09-11 22:33:32.541694464,57,1397611.0,37865.0,987439.0
Canada,North America,2021-09-12 10:14:48.592394928,54,272936.0,28217.0,1701638.0
Canada,North America,2021-09-12 21:56:04.643095392,67,944588.0,36779.0,33225.0
China,Asia,2021-09-13 09:37:20.693795864,48,714112.0,42215.0,844363.0
Brazil,South America,2021-09-13 21:18:36.744496328,75,482738.0,21237.0,910123.0
Japan,Asia,2021-09-14 08:59:52.795196800,54,,,
Germany,Europe,2021-09-14 20:41:08.845897264,48,1581959.0,6850.0,763270.0
Italy,Europe,2021-09-15 08:22:24.896597728,40,819214.0,4434.0,1262965.0
Spain,Europe,2021-09-15 20:03:40.947298200,60,1902606.0,43274.0,1030541.0
Japan,Asia,2021-09-16 07:44:56.997998664,69,919615.0,12034.0,828219.0
Indonesia,Asia,2021-09-16 19:26:13.048699128,46,350639.0,,561159.0
Mexico,North America,2021-09-17 07:07:29.099399600,38,1532645.0,27488.0,638882.0
USA,North America,2021-09-17 18:48:45.150100064,44,1521825.0,40433.0,1377729.0
Saudi Arabia,Asia,2021-09-18 06:30:01.200800528,78,1177510.0,2160.0,1789479.0
UK,Europe,2021-09-18 18:11:17.251501000,38,1445942.0,32045.0,480044.0
Brazil,South America,2021-09-19 05:52:33.302201464,69,286341.0,21364.0,1666438.0
UK,Europe,2021-09-19 17:33:49.352901936,29,975708.0,46206.0,702310.0
Australia,Oceania,2021-09-20 05:15:05.403602400,56,1251019.0,,671508.0
Russia,Europe,2021-09-20 16:56:21.454302864,61,93433.0,48003.0,1600449.0
South Korea,Asia,2021-09-21 04:37:37.505003336,43,158087.0,8673.0,820533.0
South Korea,Asia,2021-09-21 16:18:53.555703800,39,1356572.0,13795.0,1080140.0
USA,North America,2021-09-22 04:00:09.606404264,27,1782486.0,630.0,742859.0
Japan,Asia,2021-09-22 15:41:25.657104736,48,336905.0,48964.0,1797454.0
Argentina,South America,2021-09-23 03:22:41.707805200,30,1105376.0,4447.0,1011893.0
China,Asia,2021-09-23 15:03:57.758505672,66,1948487.0,21664.0,1016662.0
Turkey,Asia,2021-09-24 02:45:13.809206136,67,747642.0,48308.0,1357386.0
Turkey,Asia,2021-09-24 14:26:29.859906600,44,1784869.0,4885.0,
South Korea,Asia,2021-09-25 02:07:45.910607072,57,794338.0,20701.0,994082.0
USA,North America,2021-09-25 13:49:01.961307536,76,,28024.0,1672029.0
Japan,Asia,2021-09-26 01:30:18.012008000,39,43586.0,29806.0,306351.0
Japan,Asia,2021-09-26 13:11:34.062708472,73,1555944.0,48034.0,319187.0
USA,North America,2021-09-27 00:52:50.113408936,76,1176233.0,46126.0,1774550.0
Spain,Europe,2021-09-27 12:34:06.164109408,34,1551309.0,47994.0,1676354.0
France,Europe,2021-09-28 00:15:22.214809872,20,1868282.0,8413.0,295300.0
Indonesia,Asia,2021-09-28 11:56:38.265510336,77,1148920.0,41468.0,578432.0
India,Asia,2021-09-28 23:37:54.316210808,79,153618.0,,590113.0
South Africa,Africa,2021-09-29 11:19:10.366911272,35,933554.0,38051.0,1338884.0
USA,North America,2021-09-29 23:00:26.417611736,68,415473.0,2807.0,45736.0
